IATA,id,airport_name,city,country,ICAO,latitude,longitude,altitude,timezone,daylight_saving_time,database_timezone,type,source
BIS,4083.0,Bismarck Municipal Airport,Bismarck,United States,KBIS,46.77270126342773,-100.74600219726562,1661.0,-6,A,America/Chicago,airport,OurAirports
BJI,4287.0,Bemidji Regional Airport,Bemidji,United States,KBJI,47.50939941,-94.93370056,1391.0,-6,A,America/Chicago,airport,OurAirports
BJL,1050.0,Banjul International Airport,Banjul,Gambia,GBYD,13.338000297546387,-16.65220069885254,95.0,0,N,Africa/Banjul,airport,OurAirports
BJM,1120.0,Bujumbura International Airport,Bujumbura,Burundi,HBBA,-3.3240199089050293,29.318500518798828,2582.0,2,U,Africa/Bujumbura,airport,OurAirports
BJR,1111.0,Bahir Dar Airport,Bahar Dar,Ethiopia,HABD,11.608099937438965,37.32160186767578,5978.0,3,U,Africa/Addis_Ababa,airport,OurAirports
BJV,4315.0,Milas Bodrum International Airport,Bodrum,Turkey,LTFE,37.25059890749999,27.664300918600002,21.0,3,E,Europe/Istanbul,airport,OurAirports
BJX,1815.0,Del Bajío International Airport,Del Bajio,Mexico,MMLO,20.993499755900004,-101.48100280799999,5956.0,-6,S,America/Mexico_City,airport,OurAirports
BJZ,1219.0,Badajoz Airport,Badajoz,Spain,LEBZ,38.891300201416016,-6.8213300704956055,609.0,1,E,Europe/Madrid,airport,OurAirports
BKI,3269.0,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,WBKK,5.9372100830078125,116.0510025024414,10.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
BKK,3885.0,Suvarnabhumi Airport,Bangkok,Thailand,VTBS,13.681099891662598,100.74700164794922,5.0,7,U,Asia/Bangkok,airport,OurAirports
BKM,6218.0,Bakalalan Airport,Bakalalan,Malaysia,WBGQ,3.973999977111816,115.61799621582031,2900.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
BKO,1044.0,Senou Airport,Bamako,Mali,GABS,12.533499717712402,-7.949940204620361,1247.0,0,N,Africa/Bamako,airport,OurAirports
BKQ,4217.0,Blackall Airport,Blackall,Australia,YBCK,-24.427799224900003,145.429000854,928.0,10,O,Australia/Brisbane,airport,OurAirports
BKS,3288.0,Fatmawati Soekarno Airport,Bengkulu,Indonesia,WIPL,-3.8637,102.33899699999999,50.0,7,N,Asia/Jakarta,airport,OurAirports
BKW,5724.0,Raleigh County Memorial Airport,Beckley,United States,KBKW,37.787300109899995,-81.1241989136,2504.0,-5,A,America/New_York,airport,OurAirports
BLL,608.0,Billund Airport,Billund,Denmark,EKBI,55.7402992249,9.15178012848,247.0,1,E,Europe/Copenhagen,airport,OurAirports
BLQ,1538.0,Bologna Guglielmo Marconi Airport,Bologna,Italy,LIPE,44.5354,11.2887,123.0,1,E,Europe/Rome,airport,OurAirports
BLR,3131.0,Kempegowda International Airport,Bangalore,India,VOBL,13.1979,77.706299,3000.0,5.5,N,Asia/Calcutta,airport,OurAirports
BLZ,1013.0,Chileka International Airport,Blantyre,Malawi,FWCL,-15.679100036621096,34.9739990234375,2555.0,2,U,Africa/Blantyre,airport,OurAirports
BMA,738.0,Stockholm-Bromma Airport,Stockholm,Sweden,ESSB,59.35440063476562,17.941699981689453,47.0,1,E,Europe/Stockholm,airport,OurAirports
BME,4319.0,Broome International Airport,Broome,Australia,YBRM,-17.944700241088867,122.23200225830078,56.0,8,O,Australia/Perth,airport,OurAirports
BMI,4037.0,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,KBMI,40.47710037,-88.91590118,871.0,-6,A,America/Chicago,airport,OurAirports
BMU,3924.0,Muhammad Salahuddin Airport,Bima,Indonesia,WADB,-8.539649963378901,118.68699645996,3.0,8,N,Asia/Makassar,airport,OurAirports
BMV,6187.0,Buon Ma Thuot Airport,Buonmethuot,Vietnam,VVBM,12.668299675,108.120002747,1729.0,7,U,Asia/Saigon,airport,OurAirports
BNA,3690.0,Nashville International Airport,Nashville,United States,KBNA,36.1245002746582,-86.6781997680664,599.0,-6,A,America/Chicago,airport,OurAirports
BNE,3320.0,Brisbane International Airport,Brisbane,Australia,YBBN,-27.38419914245605,153.11700439453125,13.0,10,N,Australia/Brisbane,airport,OurAirports
BOD,1264.0,Bordeaux-Mérignac Airport,Bordeaux,France,LFBD,44.8283004761,-0.7155560255050001,162.0,1,E,Europe/Paris,airport,OurAirports
BOG,2709.0,El Dorado International Airport,Bogota,Colombia,SKBO,4.70159,-74.1469,8361.0,-5,U,America/Bogota,airport,OurAirports
BOI,3495.0,Boise Air Terminal/Gowen field,Boise,United States,KBOI,43.56439972,-116.22299960000001,2871.0,-7,A,America/Denver,airport,OurAirports
BOJ,1191.0,Burgas Airport,Bourgas,Bulgaria,LBBG,42.56959915161133,27.515199661254886,135.0,2,E,Europe/Sofia,airport,OurAirports
BOM,2997.0,Chhatrapati Shivaji International Airport,Mumbai,India,VABB,19.088699340799998,72.8678970337,39.0,5.5,N,Asia/Calcutta,airport,OurAirports
BON,2896.0,Flamingo International Airport,Kralendijk,Netherlands Antilles,TNCB,12.130999565124512,-68.26850128173828,20.0,-4,U,America/Curacao,airport,OurAirports
BOO,635.0,Bodø Airport,Bodo,Norway,ENBO,67.26920318603516,14.365300178527832,42.0,1,E,Europe/Oslo,airport,OurAirports
BOS,3448.0,General Edward Lawrence Logan International Airport,Boston,United States,KBOS,42.36429977,-71.00520325,20.0,-5,A,America/New_York,airport,OurAirports
BPN,3919.0,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,WALL,-1.2682700157200002,116.89399719200001,12.0,8,N,Asia/Makassar,airport,OurAirports
BPS,4209.0,Porto Seguro Airport,Porto Seguro,Brazil,SBPS,-16.438600540161133,-39.08089828491211,168.0,-3,S,America/Fortaleza,airport,OurAirports
BPT,3612.0,Southeast Texas Regional Airport,Beaumont,United States,KBPT,29.9507999420166,-94.02069854736328,15.0,-6,A,America/Chicago,airport,OurAirports
BPX,6396.0,Qamdo Bangda Airport,Bangda,China,ZUBD,30.553600311279297,97.1082992553711,14219.0,8,U,Asia/Shanghai,airport,OurAirports
BQB,9090.0,Busselton Regional Airport,Brusselton,Australia,YBLN,-33.688423156700004,115.40159606899999,55.0,8,O,Australia/Perth,airport,OurAirports
BQK,5725.0,Brunswick Golden Isles Airport,Brunswick,United States,KBQK,31.2588005065918,-81.46649932861328,26.0,-5,A,America/New_York,airport,OurAirports
BQN,2885.0,Rafael Hernandez Airport,Aguadilla,Puerto Rico,TJBQ,18.49489974975586,-67.12940216064453,237.0,-4,U,America/Puerto_Rico,airport,OurAirports
BRC,2513.0,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,SAZS,-41.1511993408,-71.1575012207,2774.0,-3,N,America/Argentina/Salta,airport,OurAirports
BRD,6957.0,Brainerd Lakes Regional Airport,Brainerd,United States,KBRD,46.39830017,-94.13809967,1232.0,-6,U,America/Chicago,airport,OurAirports
BRE,353.0,Bremen Airport,Bremen,Germany,EDDW,53.0475006104,8.78666973114,14.0,1,E,Europe/Berlin,airport,OurAirports
BRI,1501.0,Bari Karol Wojtyła Airport,Bari,Italy,LIBD,41.138901000000004,16.760599,177.0,1,E,Europe/Rome,airport,OurAirports
BRO,3738.0,Brownsville South Padre Island International Airport,Brownsville,United States,KBRO,25.90679931640625,-97.4259033203125,22.0,-6,A,America/Chicago,airport,OurAirports
BRS,490.0,Bristol Airport,Bristol,United Kingdom,EGGD,51.382702,-2.71909,622.0,0,E,Europe/London,airport,OurAirports
BRU,302.0,Brussels Airport,Brussels,Belgium,EBBR,50.9014015198,4.48443984985,184.0,1,E,Europe/Brussels,airport,OurAirports
BSB,2531.0,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,SBBR,-15.86916732788086,-47.92083358764648,3497.0,-3,S,America/Sao_Paulo,airport,OurAirports
BSD,7505.0,Baoshan Airport,Baoshan,China,ZPBS,25.053333,99.16833299999999,500.0,8,U,Asia/Shanghai,airport,User
BSL,1423.0,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,LFSB,47.59,7.5291667,885.0,1,E,Europe/Paris,airport,OurAirports
BSR,2234.0,Basrah International Airport,Basrah,Iraq,ORMM,30.54910087585449,47.66210174560547,11.0,3,U,Asia/Baghdad,airport,OurAirports
BTC,,,,,,,,,,,,,
BTH,3903.0,Hang Nadim International Airport,Batam,Indonesia,WIDD,1.12102997303,104.119003296,126.0,7,N,Asia/Jakarta,airport,OurAirports
BTJ,3294.0,Sultan Iskandar Muda International Airport,Banda Aceh,Indonesia,WITT,5.5228720240100015,95.42063713070002,65.0,7,N,Asia/Jakarta,airport,OurAirports
BTK,2936.0,Bratsk Airport,Bratsk,Russia,UIBB,56.37060165405274,101.697998046875,1610.0,8,N,Asia/Irkutsk,airport,OurAirports
BTM,4022.0,Bert Mooney Airport,Butte,United States,KBTM,45.95479965209961,-112.49700164794922,5550.0,-7,A,America/Denver,airport,OurAirports
BTR,3846.0,"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,United States,KBTR,30.53319931,-91.14959717,70.0,-6,A,America/Chicago,airport,OurAirports
BTS,1745.0,M. R. Štefánik Airport,Bratislava,Slovakia,LZIB,48.17020034790039,17.212699890136722,436.0,1,E,Europe/Bratislava,airport,OurAirports
BTU,3262.0,Bintulu Airport,Bintulu,Malaysia,WBGB,3.1238501071900004,113.019996643,74.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
BTV,3711.0,Burlington International Airport,Burlington,United States,KBTV,44.471900939899996,-73.15329742429998,335.0,-5,A,America/New_York,airport,OurAirports
BUD,1489.0,Budapest Ferenc Liszt International Airport,Budapest,Hungary,LHBP,47.4369010925,19.2555999756,495.0,1,E,Europe/Budapest,airport,OurAirports
BUF,3820.0,Buffalo Niagara International Airport,Buffalo,United States,KBUF,42.94049835,-78.73220062,728.0,-5,A,America/New_York,airport,OurAirports
BUN,2712.0,Gerardo Tobar López Airport,Buenaventura,Colombia,SKBU,3.81963,-76.9898,48.0,-5,U,America/Bogota,airport,OurAirports
BUQ,1001.0,Joshua Mqabuko Nkomo International Airport,Bulawayo,Zimbabwe,FVBU,-20.01740074157715,28.617900848388672,4359.0,2,U,Africa/Harare,airport,OurAirports
BUR,3644.0,Bob Hope Airport,Burbank,United States,KBUR,34.200698852539055,-118.35900115966795,778.0,-8,A,America/Los_Angeles,airport,OurAirports
BUS,3971.0,Batumi International Airport,Batumi,Georgia,UGSB,41.610298156700004,41.5997009277,105.0,4,N,Asia/Tbilisi,airport,OurAirports
BVB,2533.0,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,SBBV,2.8413889408099995,-60.69222259520001,276.0,-4,S,America/Boa_Vista,airport,OurAirports
BVC,1103.0,Rabil Airport,Boa Vista,Cape Verde,GVBA,16.136499404907227,-22.888900756835934,69.0,-1,U,Atlantic/Cape_Verde,airport,OurAirports
BVE,1278.0,Toul Rosières Air Base,Brive,France,LFSL,48.780001,5.980003,936.0,1,E,Europe/Paris,airport,OurAirports
BWI,3849.0,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,KBWI,39.17539978,-76.66829681,146.0,-5,A,America/New_York,airport,OurAirports
BWK,4160.0,Bol Airport,Brac,Croatia,LDSB,43.28570175170898,16.67970085144043,1776.0,1,E,Europe/Zagreb,airport,OurAirports
BWN,3272.0,Brunei International Airport,Bandar Seri Begawan,Brunei,WBSB,4.944200038909912,114.9280014038086,73.0,8,U,Asia/Brunei,airport,OurAirports
BZE,1957.0,Philip S. W. Goldson International Airport,Belize City,Belize,MZBZ,17.539100646972653,-88.30819702148438,15.0,-6,U,America/Belize,airport,OurAirports
BZN,4020.0,Gallatin Field,Bozeman,United States,KBZN,45.77750015,-111.15299990000001,4473.0,-7,A,America/Denver,airport,OurAirports
BZO,1536.0,Bolzano Airport,Bolzano,Italy,LIPB,46.460201,11.3264,789.0,1,E,Europe/Rome,airport,OurAirports
BZV,883.0,Maya-Maya Airport,Brazzaville,Congo (Brazzaville),FCBB,-4.251699924468993,15.253000259399414,1048.0,1,N,Africa/Brazzaville,airport,OurAirports
CAE,3561.0,Columbia Metropolitan Airport,Columbia,United States,KCAE,33.93880081176758,-81.11949920654297,236.0,-5,A,America/New_York,airport,OurAirports
CAG,1519.0,Cagliari Elmas Airport,Cagliari,Italy,LIEE,39.251499,9.05428,13.0,1,E,Europe/Rome,airport,OurAirports
CAH,4156.0,Cà Mau Airport,Ca Mau,Vietnam,VVCM,9.177667,105.177778,6.0,7,U,Asia/Saigon,airport,OurAirports
CAI,1128.0,Cairo International Airport,Cairo,Egypt,HECA,30.12190055847168,31.40559959411621,382.0,2,U,Africa/Cairo,airport,OurAirports
CAK,4112.0,Akron Canton Regional Airport,Akron,United States,KCAK,40.916099548339844,-81.44219970703125,1228.0,-5,A,America/New_York,airport,OurAirports
CAN,3370.0,Guangzhou Baiyun International Airport,Guangzhou,China,ZGGG,23.39240074157715,113.29900360107422,50.0,8,U,Asia/Shanghai,airport,OurAirports
CAY,2774.0,Cayenne-Rochambeau Airport,Cayenne,French Guiana,SOCA,4.819809913639999,-52.360401153599994,26.0,-3,U,America/Cayenne,airport,OurAirports
CBR,3355.0,Canberra International Airport,Canberra,Australia,YSCB,-35.30690002441406,149.19500732421875,1886.0,10,O,Australia/Sydney,airport,OurAirports
CCC,1901.0,Jardines Del Rey Airport,Cunagua,Cuba,MUCC,22.4610004425,-78.32839965820001,13.0,-5,U,America/Havana,airport,OurAirports
CCJ,3137.0,Calicut International Airport,Calicut,India,VOCL,11.1367998123,75.95529937740001,342.0,5.5,N,Asia/Calcutta,airport,OurAirports
CCS,2851.0,Simón Bolívar International Airport,Caracas,Venezuela,SVMI,10.6031169891,-66.9905853271,235.0,-4,U,America/Caracas,airport,OurAirports
CCU,3043.0,Netaji Subhash Chandra Bose International Airport,Kolkata,India,VECC,22.654699325561523,88.44670104980469,16.0,5.5,N,Asia/Calcutta,airport,OurAirports
CDC,3824.0,Cedar City Regional Airport,Cedar City,United States,KCDC,37.70100021362305,-113.0989990234375,5622.0,-7,A,America/Denver,airport,OurAirports
CDG,1382.0,Charles de Gaulle International Airport,Paris,France,LFPG,49.0127983093,2.54999995232,392.0,1,E,Europe/Paris,airport,OurAirports
CDR,7066.0,Chadron Municipal Airport,Chadron,United States,KCDR,42.837600708000004,-103.095001221,3297.0,-7,A,America/Denver,airport,OurAirports
CEB,4206.0,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31.0,8,N,Asia/Manila,airport,OurAirports
CEC,5727.0,Jack Mc Namara Field Airport,Crescent City,United States,KCEC,41.78020096,-124.23699950000001,61.0,-8,A,America/Los_Angeles,airport,OurAirports
CEI,3932.0,Chiang Rai International Airport,Chiang Rai,Thailand,VTCT,19.952299118,99.8828964233,1280.0,7,U,Asia/Bangkok,airport,OurAirports
CEK,2968.0,Chelyabinsk Balandino Airport,Chelyabinsk,Russia,USCC,55.305801,61.5033,769.0,5,N,Asia/Yekaterinburg,airport,OurAirports
CEN,1794.0,Ciudad Obregón International Airport,Ciudad Obregon,Mexico,MMCN,27.39259910583496,-109.83300018310548,243.0,-7,S,America/Hermosillo,airport,OurAirports
CFE,1330.0,Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,LFLC,45.786701202399996,3.1691699027999998,1090.0,1,E,Europe/Paris,airport,OurAirports
CFS,3356.0,Coffs Harbour Airport,Coff's Harbour,Australia,YSCH,-30.320600509600002,153.115997314,18.0,10,O,Australia/Sydney,airport,OurAirports
CFU,1460.0,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,LGKR,39.601898193359375,19.911699295043945,6.0,2,E,Europe/Athens,airport,OurAirports
CGB,2548.0,Marechal Rondon Airport,Cuiaba,Brazil,SBCY,-15.6528997421,-56.1166992188,617.0,-4,S,America/Campo_Grande,airport,OurAirports
CGD,6352.0,Changde Airport,Changde,China,ZGCD,28.9188995361,111.63999939,128.0,8,U,Asia/Shanghai,airport,OurAirports
CGH,2618.0,Congonhas Airport,Sao Paulo,Brazil,SBSP,-23.626110076904297,-46.65638732910156,2631.0,-3,S,America/Sao_Paulo,airport,OurAirports
CGK,3275.0,Soekarno-Hatta International Airport,Jakarta,Indonesia,WIII,-6.1255698204,106.65599823,34.0,7,N,Asia/Jakarta,airport,OurAirports
CGN,344.0,Cologne Bonn Airport,Cologne,Germany,EDDK,50.865898132299996,7.1427397728,302.0,1,E,Europe/Berlin,airport,OurAirports
CGO,3375.0,Zhengzhou Xinzheng International Airport,Zhengzhou,China,ZHCC,34.519699096699995,113.84100341799999,495.0,8,U,Asia/Shanghai,airport,OurAirports
CGQ,4380.0,Longjia Airport,Changchun,China,ZYCC,43.9962005615,125.684997559,706.0,8,U,Asia/Shanghai,airport,OurAirports
CGR,2538.0,Campo Grande Airport,Campo Grande,Brazil,SBCG,-20.468700408900002,-54.6725006104,1833.0,-4,S,America/Campo_Grande,airport,OurAirports
CHA,3578.0,Lovell Field,Chattanooga,United States,KCHA,35.03530120849609,-85.20379638671875,683.0,-5,A,America/New_York,airport,OurAirports
CHC,2009.0,Christchurch International Airport,Christchurch,New Zealand,NZCH,-43.48939895629883,172.53199768066406,123.0,12,Z,Pacific/Auckland,airport,OurAirports
CHG,6772.0,Chaoyang Airport,Chaoyang,China,ZYCY,41.538101,120.434998,568.0,8,U,Asia/Shanghai,airport,OurAirports
CHO,4015.0,Charlottesville Albemarle Airport,Charlottesville VA,United States,KCHO,38.13859939575195,-78.4529037475586,639.0,-5,A,America/New_York,airport,OurAirports
CHQ,1474.0,Chania International Airport,Chania,Greece,LGSA,35.531700134277344,24.149700164794922,490.0,2,E,Europe/Athens,airport,OurAirports
CHS,3806.0,Charleston Air Force Base-International Airport,Charleston,United States,KCHS,32.89860153,-80.04049683,46.0,-5,A,America/New_York,airport,OurAirports
CIC,3710.0,Chico Municipal Airport,Chico,United States,KCIC,39.79539871,-121.8580017,240.0,-8,A,America/Los_Angeles,airport,OurAirports
CID,4043.0,The Eastern Iowa Airport,Cedar Rapids,United States,KCID,41.88470077514648,-91.71080017089844,869.0,-6,A,America/Chicago,airport,OurAirports
CIF,6342.0,Chifeng Airport,Chifeng,China,ZBCF,42.23500061035156,118.90799713134766,0.0,8,U,Asia/Shanghai,airport,OurAirports
CIH,6343.0,Changzhi Airport,Changzhi,China,ZBCZ,36.247501,113.125999,0.0,8,U,Asia/Shanghai,airport,OurAirports
CIT,2914.0,Shymkent Airport,Chimkent,Kazakhstan,UAII,42.364200592041016,69.47889709472656,1385.0,6,U,Asia/Qyzylorda,airport,OurAirports
CIU,5729.0,Chippewa County International Airport,Sault Ste Marie,United States,KCIU,46.25080108642578,-84.47239685058594,800.0,-5,A,America/New_York,airport,OurAirports
CIY,9327.0,Comiso Airport,Comiso,Italy,LICB,36.994601,14.607182,623.0,1,E,Europe/Rome,airport,OurAirports
CJB,3135.0,Coimbatore International Airport,Coimbatore,India,VOCB,11.029999733,77.0434036255,1324.0,5.5,N,Asia/Calcutta,airport,OurAirports
CJJ,6008.0,Cheongju International Airport,Chongju,South Korea,RKTU,36.7165985107,127.499000549,191.0,9,U,Asia/Seoul,airport,OurAirports
CJS,1796.0,Abraham González International Airport,Ciudad Juarez,Mexico,MMCS,31.63610076904297,-106.4290008544922,3904.0,-7,S,America/Mazatlan,airport,OurAirports
CJU,2370.0,Jeju International Airport,Cheju,South Korea,RKPC,33.51129913330078,126.49299621582031,118.0,9,U,Asia/Seoul,airport,OurAirports
CKB,5730.0,North Central West Virginia Airport,Clarksburg,United States,KCKB,39.2966003418,-80.2281036377,1217.0,-5,A,America/New_York,airport,OurAirports
CKG,3393.0,Chongqing Jiangbei International Airport,Chongqing,China,ZUCK,29.719200134277344,106.64199829101562,1365.0,8,U,Asia/Shanghai,airport,OurAirports
CKY,4162.0,Conakry International Airport,Conakry,Guinea,GUCY,9.576889999999999,-13.612,72.0,0,N,Africa/Conakry,airport,OurAirports
CKZ,6781.0,Çanakkale Airport,Canakkale,Turkey,LTBH,40.1376991272,26.4267997742,23.0,3,E,Europe/Istanbul,airport,OurAirports
CLD,4088.0,Mc Clellan-Palomar Airport,Carlsbad,United States,KCRQ,33.12829971,-117.27999879999999,331.0,-8,A,America/Los_Angeles,airport,OurAirports
CLE,3486.0,Cleveland Hopkins International Airport,Cleveland,United States,KCLE,41.411701202399996,-81.8498001099,791.0,-5,A,America/New_York,airport,OurAirports
CLJ,1652.0,Cluj-Napoca International Airport,Cluj-napoca,Romania,LRCL,46.78519821166992,23.686199188232425,1036.0,2,E,Europe/Bucharest,airport,OurAirports
CLL,3715.0,Easterwood Field,College Station,United States,KCLL,30.58860016,-96.36380005,320.0,-6,A,America/Chicago,airport,OurAirports
CLO,2715.0,Alfonso Bonilla Aragon International Airport,Cali,Colombia,SKCL,3.54322,-76.3816,3162.0,-5,U,America/Bogota,airport,OurAirports
CLQ,1808.0,Licenciado Miguel de la Madrid Airport,Colima,Mexico,MMIA,19.2770004272,-103.577003479,2467.0,-6,S,America/Mexico_City,airport,OurAirports
CLT,3876.0,Charlotte Douglas International Airport,Charlotte,United States,KCLT,35.2140007019043,-80.94309997558594,748.0,-5,A,America/New_York,airport,OurAirports
CLY,1322.0,Calvi-Sainte-Catherine Airport,Calvi,France,LFKC,42.52444439999999,8.793055599999999,209.0,1,E,Europe/Paris,airport,OurAirports
CMB,3024.0,Bandaranaike International Colombo Airport,Colombo,Sri Lanka,VCBI,7.180759906768799,79.88410186767578,30.0,5.5,U,Asia/Colombo,airport,OurAirports
CME,1789.0,Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,MMCE,18.65369987487793,-91.79900360107422,10.0,-6,S,America/Mexico_City,airport,OurAirports
CMH,3759.0,Port Columbus International Airport,Columbus,United States,KCMH,39.99800109863281,-82.89189910888672,815.0,-5,A,America/New_York,airport,OurAirports
CMI,4049.0,University of Illinois Willard Airport,Champaign,United States,KCMI,40.03919983,-88.27809906,755.0,-6,A,America/Chicago,airport,OurAirports
CMN,1074.0,Mohammed V International Airport,Casablanca,Morocco,GMMN,33.36750030517578,-7.589970111846924,656.0,0,N,Africa/Casablanca,airport,OurAirports
CMX,5732.0,Houghton County Memorial Airport,Hancock,United States,KCMX,47.16839981079102,-88.48909759521484,1095.0,-5,A,America/New_York,airport,OurAirports
